status,orderId,open_date,open_price,side,size,sl,tp,fee,order_comment,close_id,close_date,close_price,order_profit,zone,zone_profit
close,1618537810,2021-04-16 01:50:10,1.7363,LONG,3.5,,,0.00488154,"open:1.10501 sys0:[1.7362,1.7363]| close:1.11342 sys0:[1.751,1.7511]",1618538504,2021-04-16 02:01:44,1.7511,0.046918460000000065,1.105,-0.01965472400000079
close,1618537810,2021-04-16 01:50:10,0.63118,SHORT,9.5,,,0.0048231839999999995,"open:1.10501 sys1:[0.63118,0.63119]| close:1.11342 sys1:[0.63768,0.63774]",1618538504,2021-04-16 02:01:44,0.63768,-0.06657318400000085,1.105,-0.01965472400000079
close,1618537931,2021-04-16 01:52:11,1.743,LONG,3.4,,,0.004756256,"open:1.10996 sys0:[1.7427,1.743]| close:1.11726 sys0:[1.7545,1.7546]",1618538812,2021-04-16 02:06:52,1.7546,0.03468374399999903,1.11,-0.014028148000001177
close,1618537931,2021-04-16 01:52:11,0.63272,SHORT,9.5,,,0.0048218919999999995,"open:1.10996 sys1:[0.63272,0.63274]| close:1.11726 sys1:[0.63734,0.63735]",1618538812,2021-04-16 02:06:52,0.63734,-0.04871189200000021,1.11,-0.014028148000001177
close,1618538522,2021-04-16 02:02:02,1.7536,LONG,3.4,,,0.0047736,"open:1.11499 sys0:[1.7534,1.7536]| close:1.12219 sys0:[1.7599,1.76]",1618538878,2021-04-16 02:07:58,1.76,0.016986399999999558,1.115,0.017076234399998898
close,1618538522,2021-04-16 02:02:02,0.63833,SHORT,9.4,,,0.004798165599999999,"open:1.11499 sys1:[0.63833,0.63841]| close:1.12219 sys1:[0.63781,0.63788]",1618538878,2021-04-16 02:07:58,0.63781,8.983439999933791e-05,1.115,0.017076234399998898
close,1618538867,2021-04-16 02:07:47,1.7576,LONG,3.4,,,0.004793664,"open:1.11995 sys0:[1.7575,1.7576]| close:1.12751 sys0:[1.7673,1.7674]",1618538945,2021-04-16 02:09:05,1.7674,0.028526336000000683,1.12,0.0011603496000003252
close,1618538867,2021-04-16 02:07:47,0.63749,SHORT,9.4,,,0.0048059864,"open:1.11995 sys1:[0.63749,0.63755]| close:1.12751 sys1:[0.63989,0.6399]",1618538945,2021-04-16 02:09:05,0.63989,-0.027365986400000358,1.12,0.0011603496000003252
close,1618539696,2021-04-16 02:21:36,1.7487,LONG,3.4,,,0.004766664,"open:1.10999 sys0:[1.7483,1.7487]| close:1.11735 sys0:[1.7548,1.7549]",1618540221,2021-04-16 02:30:21,1.7549,0.016313335999999543,1.11,0.017908147999999496
close,1618539696,2021-04-16 02:21:36,0.63823,SHORT,9.4,,,0.004797188,"open:1.10999 sys1:[0.63823,0.63831]| close:1.11735 sys1:[0.63755,0.63764]",1618540221,2021-04-16 02:30:21,0.63755,0.0015948119999999533,1.11,0.017908147999999496
close,1618540541,2021-04-16 02:35:41,1.7433,LONG,3.4,,,0.004748367999999999,"open:1.11006 sys0:[1.7431,1.7433]| close:1.11724 sys0:[1.7487,1.7488]",1618540689,2021-04-16 02:38:09,1.7488,0.013951631999999051,1.11,0.021691703999999493
close,1618540541,2021-04-16 02:35:41,0.63288,SHORT,9.5,,,0.004799928,"open:1.11006 sys1:[0.63288,0.63304]| close:1.11724 sys1:[0.63156,0.63161]",1618540689,2021-04-16 02:38:09,0.63156,0.0077400720000004395,1.11,0.021691703999999493
close,1618540871,2021-04-16 02:41:11,1.7338,LONG,3.5,,,0.00487006,"open:1.10502 sys0:[1.7337,1.7338]| close:1.11302 sys0:[1.7428,1.7429]",1618541052,2021-04-16 02:44:12,1.7429,0.02697993999999949,1.105,0.010701395999999457
close,1618540871,2021-04-16 02:41:11,0.62867,SHORT,9.5,,,0.004783544000000001,"open:1.10502 sys1:[0.62867,0.62868]| close:1.11302 sys1:[0.62988,0.62989]",1618541052,2021-04-16 02:44:12,0.62988,-0.016278544000000034,1.105,0.010701395999999457
close,1618541432,2021-04-16 02:50:32,1.7208,LONG,3.5,,,0.004830600000000001,"open:1.09496 sys0:[1.7207,1.7208]| close:1.10256 sys0:[1.7289,1.729]",1618542021,2021-04-16 03:00:21,1.729,0.023869400000000613,1.095,0.011383870400000926
close,1618541432,2021-04-16 02:50:32,0.62564,SHORT,9.6,,,0.0048055295999999996,"open:1.09496 sys1:[0.62564,0.62574]| close:1.10256 sys1:[0.62644,0.6265]",1618542021,2021-04-16 03:00:21,0.62644,-0.012485529599999688,1.095,0.011383870400000926
close,1618542330,2021-04-16 03:05:30,1.7143,LONG,3.5,,,0.0048059,"open:1.09005 sys0:[1.7136,1.7143]| close:1.09792 sys0:[1.7182,1.7185]",1618542344,2021-04-16 03:05:44,1.7185,0.009894099999999491,1.09,0.033057072799999004
close,1618542330,2021-04-16 03:05:30,0.62349,SHORT,9.6,,,0.0047730272,"open:1.09005 sys1:[0.62349,0.62355]| close:1.09792 sys1:[0.62058,0.62078]",1618542344,2021-04-16 03:05:44,0.62058,0.023162972799999515,1.09,0.033057072799999004
close,1618542202,2021-04-16 03:03:22,1.7198,LONG,3.5,,,0.00482612,"open:1.09496 sys0:[1.7197,1.7198]| close:1.10216 sys0:[1.7257,1.7258]",1618542360,2021-04-16 03:06:00,1.7258,0.016173879999999908,1.095,0.021171102399999933
close,1618542202,2021-04-16 03:03:22,0.62466,SHORT,9.6,,,0.004794777599999999,"open:1.09496 sys1:[0.62466,0.62474]| close:1.10216 sys1:[0.62364,0.62368]",1618542360,2021-04-16 03:06:00,0.62364,0.0049972224000000235,1.095,0.021171102399999933
close,1618541384,2021-04-16 02:49:44,1.7272,LONG,3.5,,,0.0048443800000000006,"open:1.09998 sys0:[1.7271,1.7272]| close:1.10755 sys0:[1.7316,1.7317]",1618542578,2021-04-16 03:09:38,1.7317,0.010905619999999708,1.1,0.03307488399999915
close,1618541384,2021-04-16 02:49:44,0.62696,SHORT,9.6,,,0.004806736,"open:1.09998 sys1:[0.62696,0.62712]| close:1.10755 sys1:[0.62415,0.62432]",1618542578,2021-04-16 03:09:38,0.62415,0.022169263999999446,1.1,0.03307488399999915
close,1618541223,2021-04-16 02:47:03,1.7329,LONG,3.5,,,0.00486376,"open:1.10503 sys0:[1.7328,1.7329]| close:1.11277 sys0:[1.7383,1.7384]",1618542601,2021-04-16 03:10:01,1.7384,0.014386239999999545,1.105,0.027621820799999832
close,1618541223,2021-04-16 02:47:03,0.62751,SHORT,9.6,,,0.004812419199999999,"open:1.10503 sys1:[0.62751,0.62777]| close:1.11277 sys1:[0.62563,0.62588]",1618542601,2021-04-16 03:10:01,0.62563,0.013235580800000287,1.105,0.027621820799999832
close,1618542958,2021-04-16 03:15:58,1.7289,LONG,3.5,,,0.00485222,"open:1.10503 sys0:[1.7288,1.7289]| close:1.11215 sys0:[1.7372,1.7373]",1618543071,2021-04-16 03:17:51,1.7373,0.02454777999999987,1.105,0.0062112039999996545
close,1618542958,2021-04-16 03:15:58,0.62374,SHORT,9.6,,,0.004800576,"open:1.10503 sys1:[0.62374,0.62377]| close:1.11215 sys1:[0.62515,0.62519]",1618543071,2021-04-16 03:17:51,0.62515,-0.018336576000000215,1.105,0.0062112039999996545
close,1618541017,2021-04-16 02:43:37,1.7394,LONG,3.4,,,0.004741976,"open:1.10997 sys0:[1.7393,1.7394]| close:1.11741 sys0:[1.7438,1.7441]",1618543109,2021-04-16 03:18:29,1.7441,0.011238023999999883,1.11,0.030596601999999425
close,1618541017,2021-04-16 02:43:37,0.62923,SHORT,9.5,,,0.004771422,"open:1.10997 sys1:[0.62923,0.62933]| close:1.11741 sys1:[0.62669,0.6267]",1618543109,2021-04-16 03:18:29,0.62669,0.01935857799999954,1.11,0.030596601999999425
close,1618543722,2021-04-16 03:28:42,1.739,LONG,3.5,,,0.00487426,"open:1.10998 sys0:[1.7387,1.739]| close:1.11722 sys0:[1.7458,1.7459]",1618544158,2021-04-16 03:35:58,1.7459,0.019275739999999673,1.11,0.013736756000000024
close,1618543722,2021-04-16 03:28:42,0.6286,SHORT,9.5,,,0.004778984,"open:1.10998 sys1:[0.6286,0.62872]| close:1.11722 sys1:[0.62868,0.62869]",1618544158,2021-04-16 03:35:58,0.62868,-0.00553898399999965,1.11,0.013736756000000024
close,1618539538,2021-04-16 02:18:58,1.7555,LONG,3.4,,,0.00477,"open:1.11505 sys0:[1.7554,1.7555]| close:1.12287 sys0:[1.7499,1.75]",1618544328,2021-04-16 03:38:48,1.75,-0.02346999999999994,1.115,0.09546599120000099
close,1618539538,2021-04-16 02:18:58,0.64029,SHORT,9.4,,,0.0047680088,"open:1.11505 sys1:[0.64029,0.64035]| close:1.12287 sys1:[0.62713,0.62722]",1618544328,2021-04-16 03:38:48,0.62713,0.11893599120000092,1.115,0.09546599120000099
close,1618539201,2021-04-16 02:13:21,1.7591,LONG,3.4,,,0.0047759840000000005,"open:1.12002 sys0:[1.759,1.7591]| close:1.12729 sys0:[1.7543,1.7544]",1618544773,2021-04-16 03:46:13,1.7544,-0.020755984000000772,1.12,0.08597008240000004
close,1618539201,2021-04-16 02:13:21,0.63897,SHORT,9.4,,,0.0047579336,"open:1.12002 sys1:[0.63897,0.63898]| close:1.12729 sys1:[0.62711,0.62712]",1618544773,2021-04-16 03:46:13,0.62711,0.1067260664000008,1.12,0.08597008240000004
