status,open_id,open_date,open_price,side,size,sl,tp,fee,order_comment,close_id,close_date,close_price,order_profit,zone,zone_profit
close,1616642296,"2021-03-25, 10:18:15",0.476475,buy,1,,,0.00038155000000000003,close 0.1252,1616642304,"2021-03-25, 10:18:23",0.4774,0.00016190000000000909,0.1245,-0.0008765999999999941
close,1616642296,"2021-03-25, 10:18:16",0.35195,sell,1,,,0.00028175,close 0.12512,1616642304,"2021-03-25, 10:18:24",0.352425,-0.0010385000000000032,0.1245,-0.0008765999999999941
close,1616642319,"2021-03-25, 10:18:38",0.47695,buy,1,,,0.0003818,close 0.12523,1616642344,"2021-03-25, 10:19:03",0.47755,-0.0001636000000000106,0.1245,-0.000877319999999994
close,1616642319,"2021-03-25, 10:18:39",0.35225,sell,1,,,0.00028186,close 0.1251,1616642344,"2021-03-25, 10:19:04",0.3524,-0.0007137199999999835,0.1245,-0.000877319999999994
close,1616642365,"2021-03-25, 10:19:24",0.4767,buy,1,,,0.00038155000000000003,close 0.12532,1616642423,"2021-03-25, 10:20:23",0.477175,-0.00028809999999999687,0.1245,-0.00037623999999999373
close,1616642365,"2021-03-25, 10:19:25",0.3522,sell,1,,,0.00028157000000000003,close 0.12512,1616642424,"2021-03-25, 10:20:23",0.351725,-8.813999999999686e-05,0.1245,-0.00037623999999999373
close,1616642324,"2021-03-25, 10:18:44",0.47735,buy,1,,,0.00038223,close 0.12578,1616642441,"2021-03-25, 10:20:40",0.478225,0.00011054000000001465,0.125,-0.0005283199999999771
close,1616642325,"2021-03-25, 10:18:44",0.352375,sell,1,,,0.00028193,close 0.1256,1616642441,"2021-03-25, 10:20:41",0.35245,-0.0006388599999999918,0.125,-0.0005283199999999771
close,1616642425,"2021-03-25, 10:20:25",0.47725,buy,1,,,0.00038235000000000005,close 0.12623,1616642453,"2021-03-25, 10:20:53",0.478625,0.000610300000000015,0.1255,-0.0006781199999999607
close,1616642425,"2021-03-25, 10:20:25",0.351775,sell,1,,,0.00028171,close 0.12612,1616642454,"2021-03-25, 10:20:54",0.3525,-0.0012884199999999757,0.1255,-0.0006781199999999607
close,1616642529,"2021-03-25, 10:22:09",0.477625,buy,1,,,0.00038243,close 0.12638,1616642677,"2021-03-25, 10:24:37",0.47845,6.013999999996463e-05,0.1255,-0.0006529800000000189
close,1616642529,"2021-03-25, 10:22:09",0.351875,sell,1,,,0.00028156000000000004,close 0.12612,1616642677,"2021-03-25, 10:24:37",0.352025,-0.0007131199999999836,0.1255,-0.0006529800000000189
close,1616642498,"2021-03-25, 10:21:37",0.4782,buy,1,,,0.00038269000000000004,close 0.12665,1616642686,"2021-03-25, 10:24:45",0.478525,-0.00044038000000003587,0.126,-0.0008786799999999942
close,1616642498,"2021-03-25, 10:21:38",0.352125,sell,1,,,0.00028165000000000004,close 0.12652,1616642686,"2021-03-25, 10:24:46",0.352,-0.00043829999999995834,0.126,-0.0008786799999999942
close,1616642907,"2021-03-25, 10:28:27",0.4758,buy,1,,,0.00038102000000000003,close 0.12648,1616643049,"2021-03-25, 10:30:49",0.47675,0.00018796000000000633,0.1255,-0.00024758000000000744
close,1616642908,"2021-03-25, 10:28:27",0.3504,sell,1,,,0.00028027,close 0.12623,1616643049,"2021-03-25, 10:30:49",0.350275,-0.00043554000000001376,0.1255,-0.00024758000000000744
