status,open_id,open_date,open_price,side,size,sl,tp,fee,order_comment,close_id,close_date,close_price,order_profit,zone,zone_profit
close,1616580272,"2021-03-24, 17:04:32",0.553275,buy,1,,,0.000775145,close 0.1539,1616580307,"2021-03-24, 17:05:06",0.554075,-0.000750289999999977,0.153,-0.0019457449999999688
close,1616580273,"2021-03-24, 17:04:32",0.400125,sell,1,,,0.0005602275,close 0.15355,1616580307,"2021-03-24, 17:05:07",0.4002,-0.0011954549999999918,0.153,-0.0019457449999999688
close,1616580082,"2021-03-24, 17:01:22",0.5541,buy,1,,,0.0007758975,close 0.15413,1616580356,"2021-03-24, 17:05:56",0.554325,-0.0013267950000000802,0.1535,-0.001972670000000077
close,1616580083,"2021-03-24, 17:01:22",0.40055,sell,1,,,0.0005604375,close 0.154,1616580356,"2021-03-24, 17:05:56",0.400075,-0.0006458749999999967,0.1535,-0.001972670000000077
close,1616580403,"2021-03-24, 17:06:43",0.55325,buy,1,,,0.0007750575,close 0.15423,1616580473,"2021-03-24, 17:07:53",0.553975,-0.0008251150000000242,0.1535,-0.0020695200000000104
close,1616580404,"2021-03-24, 17:06:43",0.399725,sell,1,,,0.0005597025,close 0.15403,1616580473,"2021-03-24, 17:07:53",0.39985,-0.0012444049999999862,0.1535,-0.0020695200000000104
close,1616580342,"2021-03-24, 17:05:42",0.55415,buy,1,,,0.0007760375,close 0.15478,1616580552,"2021-03-24, 17:09:12",0.554475,-0.0012270749999999803,0.154,-0.001971759999999966
close,1616580343,"2021-03-24, 17:05:42",0.400075,sell,1,,,0.0005598425,close 0.15453,1616580552,"2021-03-24, 17:09:12",0.3997,-0.0007446849999999858,0.154,-0.001971759999999966
close,1616580809,"2021-03-24, 17:13:29",0.553225,buy,1,,,0.0007745849999999999,close 0.1542,1616580893,"2021-03-24, 17:14:53",0.553325,-0.001449170000000011,0.1535,-0.0022422449999999912
close,1616580809,"2021-03-24, 17:13:29",0.399475,sell,1,,,0.0005590375,close 0.15402,1616580893,"2021-03-24, 17:14:53",0.39915,-0.0007930749999999803,0.1535,-0.0022422449999999912
close,1616581129,"2021-03-24, 17:18:48",0.5527,buy,1,,,0.000774305,close 0.15407,1616581145,"2021-03-24, 17:19:04",0.55345,-0.0007986099999999715,0.1535,-0.00211622999999995
close,1616581129,"2021-03-24, 17:18:49",0.39905,sell,1,,,0.0005588100000000001,close 0.154,1616581145,"2021-03-24, 17:19:05",0.39925,-0.0013176199999999781,0.1535,-0.00211622999999995
close,1616581189,"2021-03-24, 17:19:49",0.552075,buy,1,,,0.0007736049999999999,close 0.15442,1616581297,"2021-03-24, 17:21:37",0.553075,-0.0005472099999999989,0.1535,-0.0018886049999999742
close,1616581190,"2021-03-24, 17:19:49",0.3986,sell,1,,,0.0005581975,close 0.15415,1616581298,"2021-03-24, 17:21:37",0.398825,-0.0013413949999999753,0.1535,-0.0018886049999999742
close,1616580697,"2021-03-24, 17:11:37",0.553675,buy,1,,,0.000775145,close 0.15465,1616581360,"2021-03-24, 17:22:39",0.553675,-0.00155029,0.154,-0.002218259999999994
close,1616580697,"2021-03-24, 17:11:37",0.3995,sell,1,,,0.000558985,close 0.15455,1616581360,"2021-03-24, 17:22:40",0.39905,-0.0006679699999999941,0.154,-0.002218259999999994
close,1616581770,"2021-03-24, 17:29:29",0.5524,buy,1,,,0.0007740424999999999,close 0.15468,1616581864,"2021-03-24, 17:31:04",0.553375,-0.0005730850000000517,0.154,-0.0019140600000000269
close,1616581770,"2021-03-24, 17:29:30",0.39845,sell,1,,,0.0005579875,close 0.15462,1616581864,"2021-03-24, 17:31:04",0.398675,-0.0013409749999999752,0.154,-0.0019140600000000269
close,1616579957,"2021-03-24, 16:59:16",0.55425,buy,1,,,0.000776055,close 0.1551,1616581915,"2021-03-24, 17:31:54",0.5544,-0.0014021100000000165,0.1545,-0.0018209200000000381
close,1616579957,"2021-03-24, 16:59:17",0.399925,sell,1,,,0.000559405,close 0.15505,1616581915,"2021-03-24, 17:31:55",0.399225,-0.0004188100000000216,0.1545,-0.0018209200000000381
