status,open_id,open_date,open_price,side,size,sl,tp,fee,order_comment,close_id,close_date,close_price,order_profit,zone,zone_profit
close,1616570450,"2021-03-24, 14:20:50",0.550825,buy,1,,,0,close 0.15653,1616570594,"2021-03-24, 14:23:14",0.55225,0.0014250000000000096,0.155,0.0012499999999999734
close,1616570450,"2021-03-24, 14:20:50",0.395775,sell,1,,,0,close 0.15605,1616570594,"2021-03-24, 14:23:14",0.39595,-0.00017500000000003624,0.155,0.0012499999999999734
close,1616570593,"2021-03-24, 14:23:12",0.551825,buy,1,,,0,close 0.15727,1616571016,"2021-03-24, 14:30:16",0.553325,0.0014999999999999458,0.156,0.0011999999999999234
close,1616570593,"2021-03-24, 14:23:13",0.3959,sell,1,,,0,close 0.15703,1616571017,"2021-03-24, 14:30:16",0.3962,-0.00030000000000002247,0.156,0.0011999999999999234
close,1616571011,"2021-03-24, 14:30:11",0.553,buy,1,,,0,close 0.1582,1616571123,"2021-03-24, 14:32:02",0.554,0.0010000000000000009,0.157,0.0012250000000000316
close,1616571012,"2021-03-24, 14:30:11",0.396025,sell,1,,,0,close 0.15802,1616571123,"2021-03-24, 14:32:03",0.3958,0.00022500000000003073,0.157,0.0012250000000000316
close,1616571315,"2021-03-24, 14:35:15",0.551675,buy,1,,,0,close 0.1571,1616571739,"2021-03-24, 14:42:19",0.552825,0.0011499999999999844,0.156,0.0010749999999999926
close,1616571315,"2021-03-24, 14:35:15",0.39565,sell,1,,,0,close 0.157,1616571739,"2021-03-24, 14:42:19",0.395725,-7.499999999999174e-05,0.156,0.0010749999999999926
close,1616572072,"2021-03-24, 14:47:52",0.551175,buy,1,,,0,close 0.15627,1616572434,"2021-03-24, 14:53:54",0.552825,0.0016500000000000403,0.155,0.0012500000000000289
close,1616572073,"2021-03-24, 14:47:52",0.39615,sell,1,,,0,close 0.15605,1616572434,"2021-03-24, 14:53:54",0.39655,-0.00040000000000001146,0.155,0.0012500000000000289
close,1616573119,"2021-03-24, 15:05:19",0.546725,buy,1,,,0,close 0.15168,1616573196,"2021-03-24, 15:06:36",0.54865,0.0019249999999999545,0.15,0.0017499999999999738
close,1616573119,"2021-03-24, 15:05:19",0.396725,sell,1,,,0,close 0.151,1616573196,"2021-03-24, 15:06:36",0.3969,-0.00017499999999998073,0.15,0.0017499999999999738
close,1616572658,"2021-03-24, 14:57:37",0.547625,buy,1,,,0,close 0.15215,1616573443,"2021-03-24, 15:10:43",0.550175,0.002549999999999941,0.151,0.0010499999999999399
close,1616572658,"2021-03-24, 14:57:38",0.396525,sell,1,,,0,close 0.15203,1616573443,"2021-03-24, 15:10:43",0.398025,-0.0015000000000000013,0.151,0.0010499999999999399
